GENEID,N1,N2,N3,R1,R2,R3,R4,R5
7169,10.0672,13.0715,13.0845,8.8703,8.7483,9.5029,9.4504,9.4294
341276,2,2,2,6.0565,5.7846,2.8805,2,2
105369145,2.5252,2,2,5.6403,5.6984,5.6268,5.1496,5.742
11343,9.2916,10.676,10.6853,6.5333,6.9459,7.0878,6.9817,6.983
728619,2.2864,2,2,5.2633,4.9367,5.6986,5.88,5.5942
728402,2.73,2,2.6788,5.728,6.2152,5.1682,6.0066,5.9791
408186,4.4882,2.6656,4.2032,6.3792,5.7564,2,2,2
23742,3.6761,2,2,6.305,6.5464,3.9004,4.1292,2.5204
9722,4.5969,2.6656,3.6336,7.0918,7.1544,6.6898,6.8971,6.625
10743,9.0808,8.5306,8.4515,12.4544,12.4429,11.8026,11.7762,11.7881
80208,10.1763,9.7262,9.5443,12.9885,12.9927,13.3552,13.3533,13.3637
441631,7.7169,7.81,7.6941,4.5089,4.5991,4.437,4.053,4.0902
85364,7.7467,7.2229,7.377,4.7515,3.2212,4.5449,4.1292,4.0902
6402,9.9232,9.0669,8.9315,5.3762,5.168,6.7474,6.5682,6.8371
8309,5.0436,7.6676,7.6602,4.0454,4.3951,3.6334,3.2326,3.7609
154214,7.6987,7.9938,7.9538,7.9357,7.9536,4.7391,4.4593,4.2956
55503,4.0264,2.9102,2.379,4.2957,4.986,6.7586,6.8971,6.6501
130074,10.3745,10.3109,10.3153,7.1137,7.0069,6.9075,6.94,6.6501
130074,10.3745,10.3109,10.3153,7.1137,7.0069,6.9075,6.94,6.6501
22941,7.1124,6.6627,6.8247,9.4305,9.2196,10.6681,10.6874,10.5416
100507459,5.7088,5.2918,5.5254,2.6053,2,2,2,2
6345,4.3706,6.2388,5.8598,2,2,2.5064,2.9259,2
84676,2,5.9135,5.8598,2,2,2,2,2.5204
1009,10.385,10.7739,10.7482,7.5183,7.1969,7.191,7.1373,7.1334
2192,12.4929,14.1581,14.1603,9.9608,9.9043,13.5574,13.5746,13.5731
1234,8.0248,6.9218,6.7937,4.3703,4.2412,3.9794,3.4853,3.6654
283298,7.4461,8.9757,9.1609,5.5786,5.6686,5.2341,5.3539,4.6848
92840,5.8251,4.7157,4.2944,6.989,6.9706,8.6011,8.6469,8.6907
100101266,2.5252,2,2,5.2236,5.168,5.7892,5.8124,5.7184
347732,2.9094,3.6096,3.1386,6.7859,6.9459,6.301,6.2306,6.6501
9447,6.6399,5.7345,5.5254,9.8198,9.7682,6.3759,6.1229,5.9182
166752,2,2,2,5.5143,5.5423,5.4714,4.9541,5.4865
3236,4.9647,5.3757,5.1393,7.6288,7.6741,3.4233,4.053,2.9021
1230,8.4441,7.537,7.6516,3.3584,4.0687,6.7586,6.1956,6.3761
80003,7.3715,7.2784,6.9838,10.9056,10.8827,10.3938,10.4519,10.3193
84930,6.6526,6.8936,7.0243,10.3546,10.368,10.1751,10.2481,10.1465
30835,9.1737,8.602,8.7461,5.4469,5.892,4.9888,5.6146,5.4583
220930,4.9647,5.6695,5.5254,2,2,2,2,2
439990,5.1896,5.0062,5.9183,2,2,2,2,2
4674,5.3535,6.7595,5.7352,5.5143,5.3296,2.5064,2.9259,2
8225,6.18,5.2027,4.8091,2,2,2.8805,2,5.4001
80731,2.9094,5.2918,4.4611,6.9651,7.1864,3.1772,3.4853,2.9021
339766,4.4882,4.3515,4.2032,8.3769,8.1824,7.4279,7.218,6.9223
199974,2,3.3019,2.6788,6.1861,6.4962,5.6986,5.416,5.9182
132720,8.2785,8.9757,8.7421,4.7515,4.8857,5.8949,5.4756,5.8328
4478,11.7765,12.1747,12.2613,8.5272,8.5162,8.7966,8.7196,8.854
1464,7.1306,9.9462,10.042,6.8262,7.1327,5.6751,5.8124,5.8546
152687,6.4788,6.4274,6.3166,9.0682,9.0357,10.1205,10.1441,10.1253
729540,4.1021,4.0787,3.4867,6.1228,6.4085,5.602,9.0088,5.9791
729540,4.1021,4.0787,3.4867,6.1228,6.4085,5.602,9.0088,5.9791
729540,4.1021,4.0787,3.4867,6.1228,6.4085,5.602,9.0088,5.9791
7076,11.3714,11.6161,11.595,8.0649,8.1064,8.1328,8.1536,8.1834
83468,7.9031,8.5623,8.7176,5.3019,4.986,5.5768,4.7278,4.7327
353355,3.5734,4.0787,4.1059,6.9036,6.6418,7.543,7.3749,7.7431
6556,7.0178,6.9494,6.6284,5.0974,5.5749,9.4274,9.4299,9.3738
8835,7.6926,8.6742,8.5287,5.1407,4.7778,5.4156,4.4593,5.1406
22871,5.2902,7.2892,7.1878,4.1337,3.6462,2.5064,3.4853,3.8506
57722,6.9781,8.2318,8.0087,4.217,4.6611,4.2583,4.6263,4.3581
10721,5.7088,5.0579,4.8091,8.1679,8.1877,8.7801,8.7072,8.7818
3460,4.0264,2.6656,4.5377,8.417,6.1079,6.2056,6.0066,6.4352
6319,9.0524,8.8604,8.855,8.4345,8.3706,12.1043,12.0614,12.0809
390963,6.3449,5.8852,5.9183,2,2.6159,2.7055,3.3645,3.0607
1268,5.5007,5.9953,6.0287,3.3584,3.0462,2.5064,2,2
8821,8.6878,7.7563,7.6342,10.7492,10.6832,11.6881,11.6269,11.6572
10052,7.6554,8.4651,8.396,5.2633,5.168,4.7838,4.776,4.2956
6103,6.4788,7.2229,7.1517,10.8747,10.8941,9.7141,9.7494,9.7004
5265,6.5616,7.5641,6.8399,3.8506,2.6159,7.3922,6.1042,6.3911
10158,7.9703,6.775,6.68,3.6254,3.3772,4.3799,4.2015,3.8506
692057,2.5252,2.9102,2.379,6.1653,5.404,5.9548,6.1042,6.1299
389432,5.9937,6.5408,6.4809,5.4469,4.8857,2.5064,2.536,2.9021
100288413,4.5969,3.464,2,3.8506,4.2412,6.5799,6.7838,6.6871
5320,8.2662,10.7632,10.7741,7.4511,7.3078,11.2424,11.1161,11.1339
90589,3.772,3.6096,3.3231,6.953,6.8018,7.24,6.8187,6.8803
90589,3.772,3.6096,3.3231,6.953,6.8018,7.24,6.8187,6.8803
57188,5.4436,7.8907,7.9184,6.101,6.1732,3.9794,3.2326,4.1619
4613,4.8375,3.464,2.9269,4.1337,3.8729,7.3105,6.8751,6.9929
284403,3.772,4.6498,5.6686,7.7244,7.7757,8.0436,7.9897,8.1127
131450,6.1446,6.7438,6.5192,7.1353,6.9828,2.8805,3.4853,3.8506
1030,6.8189,7.9737,8.1679,3.6254,3.6462,5.7446,5.4756,4.991
100506779,5.7565,5.0579,5.9183,2.3342,2.3406,2,2.536,2
343578,4.698,3.6096,3.7669,6.0565,6.0159,7.6128,7.9482,7.6588
2289,9.8496,10.5564,10.3661,6.8262,7.1652,7.0146,6.7113,6.8039
118738,4.3706,4.1755,3.889,3.0304,4.2412,7.1659,7.2694,7.2615
3777,5.1545,6.4662,6.4809,3.3584,2.6159,2.5064,2.9259,2.5204
5187,6.8301,9.9547,9.9867,6.2665,6.3342,5.811,6.1597,6.0375
23708,7.1925,6.8503,6.8399,6.891,7.3174,3.6334,3.4853,3.8506
6334,4.698,4.3515,2.9269,8.12,7.8773,5.8949,5.3853,6.1477
112597,5.3842,5.6359,5.0892,2,2,2,2,2
84966,3.4628,6.0216,6.1062,2.6053,2,2,2.536,2
100506542,4.698,5.7345,5.5625,2,2,2,2,2
3219,7.6803,4.5084,4.3801,4.217,3.0462,2.5064,2.536,2.5204
225,6.6526,6.1932,6.6458,4.3703,5.404,2,3.4853,3.2036
729085,4.746,7.0926,7.1271,3.2037,2,4.8693,5.4461,5.1406
3383,9.3216,10.4624,10.4025,6.5654,6.3903,6.9375,7.0122,6.963
6563,10.4714,8.8604,8.9351,13.2958,13.2864,11.9374,11.976,11.9304
6563,10.4714,8.8604,8.9351,13.2958,13.2864,11.9374,11.976,11.9304
100507602,4.9235,6.0474,5.5988,2.3342,2,2.8805,2,2
94122,6.8189,3.1193,3.7669,7.9841,7.733,6.4332,6.3145,6.5332
123811,5.8251,5.7659,5.0892,2.6053,2.6159,2,2,2
58508,10.2035,9.5089,9.5466,13.178,13.2058,13.0651,13.0188,13.0506
105376780,2.9094,3.7419,2.6788,6.7017,6.2759,6.678,6.0852,6.3301
342897,6.1973,5.9953,5.7989,5.5786,5.3296,2.8805,2.536,2
8434,8.1053,9.1225,9.2056,5.6098,6.256,5.3576,5.5045,5.0678
79792,4.8811,5.0579,7.3665,3.0304,3.3772,2.5064,3.2326,2
148545,2,2,2,2.6053,3.2212,5.3869,5.416,6.0564
81037,7.9854,7.8978,7.6516,5.481,6.1944,8.0158,3.2326,5.1757
28450,5.5284,5.9686,6.4613,6.4837,2.6159,3.1772,2.9259,2.9021
3737,5.4725,5.2479,5.6341,2,2,2.5064,2,2
2258,5.8692,6.8793,6.5565,3.6254,3.3772,2.8805,2.9259,2.9021
6083,2.73,2.6656,2.6788,6.3239,6.6571,5.9548,5.3218,5.5942
10752,6.2482,6.0216,5.2798,7.5746,7.7546,3.728,3.3645,3.6654
399671,2.2864,2.9102,3.1386,6.2859,6.6263,5.9934,5.8578,5.568
23676,2,5.6695,6.4011,2,2,4.5959,4.6779,4.0146
8357,3.0689,3.3019,3.6336,6.0789,6.3718,7.0333,6.9187,6.8039
284029,5.6085,5.1078,5.3664,2,2,2,2,2
1036,3.8618,5.9686,6.055,2,2,2.5064,2,2.5204
7780,3.772,3.1193,3.3231,2.6053,3.6462,6.642,6.772,6.3456
57826,8.946,8.7547,8.817,5.8107,5.2908,5.811,5.1857,5.4001
375033,6.8077,8.2205,8.524,5.5143,5.992,4.95,4.5728,3.5631
101927069,3.0689,5.8563,5.8598,2,2,2,2,2
153478,4.2426,2,2,6.3426,6.4617,2.8805,3.4853,3.4529
1582,2,2,2.6788,3.6254,2.6159,5.9934,5.8578,5.5414
1364,9.6916,10.4636,10.524,6.6577,6.7313,7.0146,7.0616,7.0695
10457,10.8194,12.5448,12.5134,8.2293,8.2597,9.3552,9.2666,9.1843
7325,7.3169,8.2091,8.2948,6.2066,6.1079,3.9794,4.2704,4.4754
7728,7.3867,6.9765,6.8992,7.3533,7.5067,10.5781,10.5947,10.5238
2825,2.73,6.1699,5.8297,2,2,2.5064,2,2.5204
8085,10.0494,9.3854,9.3952,13.0607,12.9897,12.8742,12.9494,12.8634
1146,2.2864,2.6656,2,5.7837,6.1944,5.0632,5.4461,5.5414
79940,4.6483,5.7024,5.8297,2,2.6159,2,2,2
27030,7.9703,7.9328,8.042,11.4679,11.4201,11.2745,11.3116,11.2268
23414,5.3222,8.9244,8.6108,9.3499,9.2998,10.5452,10.5625,10.6305
5591,10.6695,9.8115,9.7024,12.7009,12.7113,13.6854,13.6862,13.6417
26289,3.5734,3.6096,3.4867,2,3.764,6.2855,6.4981,6.625
5266,4.9647,6.0216,5.7023,3.0304,2,6.5018,6.6087,6.4496
349114,5.0815,5.7967,5.9467,8.8989,8.9231,8.9565,8.9523,8.9305
641700,6.7262,8.2374,8.1799,4.91,4.5343,4.9888,3.7003,4.6848
3579,8.4221,6.0216,4.7459,2.6053,4.1575,6.3759,6.1414,6.1652
3579,8.4221,6.0216,4.7459,2.6053,4.1575,6.3759,6.1414,6.1652
100506115,5.8473,4.839,5.5988,2,2,5.7446,5.9235,6.0564
3001,7.0753,6.2829,6.0808,5.9632,6.0395,2.8805,3.2326,2.9021
201725,6.6399,6.6957,6.9421,2,3.6462,4.8693,4.2015,4.4179
90673,6.3292,6.9356,5.8894,3.6254,4.0687,2.8805,2.536,2.9021
128439,5.3222,5.2479,5.4873,2,2,2,2,2
962,8.5959,8.3763,8.2892,5.2236,5.638,5.0265,4.8678,4.7791
729991,5.4436,5.0062,5.7989,2,2,2,2.536,2
266812,5.5823,7.0163,7.2114,4.0454,2.6159,3.8168,3.4853,3.4529
402176,2,2,2,5.6701,5.9428,4.8272,5.1126,4.7327
6614,7.7643,8.9656,8.8587,5.5143,5.404,4.95,5.3853,5.1047
170690,3.5734,6.8056,6.5929,2,3.0462,3.1772,3.2326,3.7609
4045,8.4976,8.67,8.6927,6.4497,6.3532,5.0632,5.4461,4.3581
719,8.2987,8.9452,8.7741,5.2633,4.6611,5.4985,5.6408,6.1299
3070,6.7142,5.6695,5.6686,8.9666,8.759,9.4895,9.5228,9.5613
51257,6.6651,8.8531,8.7781,5.1827,4.3951,5.266,4.9953,5.5142
51257,6.6651,8.8531,8.7781,5.1827,4.3951,5.266,4.9953,5.5142
4929,7.5845,11.2312,11.2532,9.5214,9.4168,7.3181,7.1738,7.4308
11095,5.8907,7.5461,7.4383,4.8591,4.7778,3.5322,2.9259,3.8506
728498,2.9094,2,2.379,6.4497,5.9676,5.4714,5.1126,5.1757
23544,2.5252,3.1193,3.7669,2.6053,2,6.3163,5.8124,5.8328
54441,4.8375,4.6498,4.3801,8.7461,6.4264,7.9729,8.2161,6.8039
11135,6.9374,8.5845,8.5193,5.1407,4.7206,5.0632,4.3362,4.991
10891,4.1741,6.1932,6.4011,3.6254,3.3772,2,2.536,2
971,6.3758,6.9494,6.3595,5.2633,4.7778,2.7055,2.7441,3.2036
83690,5.9737,7.3,7.1395,7.4163,7.1217,3.9794,3.4853,3.8506
27198,6.18,2.9102,3.4867,5.9141,6.2152,7.2076,7.3272,7.4015
27198,6.18,2.9102,3.4867,5.9141,6.2152,7.2076,7.3272,7.4015
4254,9.0878,9.8632,9.7575,6.5494,6.2152,6.4332,6.1778,5.9988
57644,3.0689,4.4321,3.4867,6.5968,6.3903,7.1489,7.1,7.1599
26148,6.6272,5.5662,5.4481,8.7739,8.8715,9.3644,9.2979,9.3179
693158,2,2,2,5.5786,5.6068,5.134,5.2554,4.991
5813,8.7916,8.3085,8.3648,5.6098,5.509,5.0265,5.289,4.6352
7678,6.3604,5.8268,4.9836,9.0682,8.9971,8.8942,9.0511,8.8755
401509,4.0264,3.8631,3.6336,6.8783,6.9828,7.0146,7.4804,7.3715
3400,8.4368,9.2502,9.1021,5.1827,5.2908,6.1554,5.7654,6.0564
140432,2,2,2,4.8063,5.168,5.6751,5.221,5.5942
90557,4.746,6.8503,6.4809,4.5089,4.1575,2.2753,3.2326,2.2836
9066,4.4306,4.8969,4.9836,4.217,4.5343,7.8363,7.8782,8.0143
4616,6.9681,9.3181,9.3131,5.5786,5.8393,5.5251,5.5328,5.1757
11067,8.5081,8.6988,8.701,5.5143,4.986,5.266,5.4756,5.3701
171546,8.7568,9.4472,9.3744,5.3762,5.892,6.3612,6.1778,5.8546
152110,3.9465,3.7419,2.6788,6.7161,6.4962,6.8136,6.6863,6.8039
101241892,4.308,6.0474,5.8894,2,3.0462,2,2,2.5204
100313769,2,2,2,5.8633,6.13,4.3204,4.6779,4.4754
79930,7.7229,7.2784,7.313,3.8506,4.0687,4.2583,4.5171,4.0146
643,6.3604,5.5301,5.4873,2.3342,3.0462,2,2.9259,2.5204
9132,4.0264,7.3527,7.2114,3.8506,4.0687,2.8805,3.3645,3.7609
6491,6.0329,6.1932,5.2798,8.5987,8.5535,9.4292,9.4242,9.2861
221322,6.2974,6.447,5.9746,9.8182,9.6412,9.4467,9.3723,9.4492
114932,9.5158,9.1994,9.2144,5.9871,5.2101,6.3464,6.4837,6.3609
148,5.6595,5.493,5.0374,2,2,2,2.536,2
8876,6.6399,5.493,5.4078,2.6053,2.6159,2.8805,3.2326,2
79589,10.1114,7.1049,6.8247,10.1763,10.1227,10.9967,11.0441,10.9861
6653,11.6251,9.1936,9.1147,12.1406,12.1495,13.268,13.2732,13.2569
65975,4.746,5.8852,6.055,3.8506,5.168,2.2753,2,2
716,12.9059,13.4283,13.4128,9.8014,9.7344,10.0763,10.0283,10.1152
58189,8.2538,9.4129,9.5326,5.481,5.6068,6.1209,5.9863,6.0751
161497,2,2,2.379,6.2269,6.0854,4.3799,4.5171,4.5839
340061,8.7598,9.5524,9.6343,6.5968,6.9583,6.0677,5.416,5.7653
340061,8.7598,9.5524,9.6343,6.5968,6.9583,6.0677,5.416,5.7653
58475,9.0831,9.9393,9.8986,7.1245,6.788,6.1383,5.9447,6.1997
5509,6.0329,5.7659,5.7352,2.6053,2,2.5064,3.4853,2.5204
5837,5.3535,8.8748,8.7461,5.6403,5.3673,4.95,4.6779,4.9511
54790,9.5002,8.8856,8.9457,12.6056,12.5865,12.2474,12.3148,12.2523
54790,9.5002,8.8856,8.9457,12.6056,12.5865,12.2474,12.3148,12.2523
28755,9.1846,8.8047,8.6415,6.9771,6.4962,5.7446,5.1126,4.8677
5166,9.0404,10.6801,10.5345,6.4837,6.6571,7.0517,7.1916,7.3409
8572,5.1896,7.0802,6.8846,3.3584,3.0462,3.1772,3.4853,3.2036
23642,8.1814,7.6841,7.5349,4.3703,4.4664,4.6929,4.5171,4.4754
440073,4.5969,5.4158,5.7674,2,2,2,2,2
50937,5.7088,7.5994,7.8674,6.7859,6.3532,3.6334,3.7969,4.0146
140597,4.5436,5.6695,6.055,2.6053,2.6159,2,2,2
677805,3.9465,3.6096,3.7669,6.3239,6.5464,7.4137,7.261,7.4381
2054,7.4093,8.5623,8.6196,5.2633,4.3202,5.2972,5.6146,4.7327
5118,8.6599,10.1265,9.9149,6.0337,5.6686,6.8561,6.7601,7.0413
3563,5.0436,7.0802,4.9277,3.6254,2.6159,6.0494,2.7441,2.5204
3563,5.0436,7.0802,4.9277,3.6254,2.6159,6.0494,2.7441,2.5204
101927597,5.6595,5.2918,5.6341,2.8335,2,2.5064,2,2
11045,10.0007,6.0216,5.9467,5.8373,6.2152,8.7856,8.8463,8.8782
80063,8.0774,6.5588,6.4415,9.9395,10.1046,10.2497,10.2756,10.3929
100132062,2.5252,2.3708,3.1386,6.2066,6.3532,6.0856,4.9953,5.6944
388552,6.4208,6.5943,6.663,3.8506,2.6159,3.6334,3.4853,3.0607
5224,5.2574,5.1078,5.4481,9.2019,9.1071,7.8363,8.1399,7.8283
5224,5.2574,5.1078,5.4481,9.2019,9.1071,7.8363,8.1399,7.8283
22925,8.1683,7.5001,7.6167,10.5459,10.4937,11.3094,11.2728,11.3253
150368,5.0047,5.8852,5.8598,3.3584,2,2,2,2.9021
9966,8.7714,7.9534,8.0288,4.8591,4.2412,5.1682,5.7168,5.4295
9966,8.7714,7.9534,8.0288,4.8591,4.2412,5.1682,5.7168,5.4295
5744,4.0264,7.2115,6.9279,4.5735,3.0462,2.8805,3.7003,3.2036
4314,6.2648,7.2229,8.042,7.9234,7.8375,4.1256,4.2704,4.6352
3234,5.8473,6.8793,7.0507,6.9771,6.5464,3.6334,3.4853,3.2036
202781,5.5284,5.493,5.9746,3.0304,2.6159,2,2,2.5204
348801,5.6343,5.7967,6.1557,2.8335,2.6159,2.5064,2,3.2036
9781,7.9854,8.1861,8.2269,5.1827,5.5423,4.9888,4.6263,4.2303
25788,6.2315,6.2162,5.4078,7.0584,7.0994,9.5327,9.6316,9.4653
100506305,7.0753,3.6096,2,2.6053,2.6159,2,2.536,2
79133,5.8692,6.775,6.5002,9.6929,9.8387,9.5409,9.6118,9.5446
283537,8.1007,8.4115,8.0551,6.891,7.0994,4.3799,4.5728,4.7327
283537,8.1007,8.4115,8.0551,6.891,7.0994,4.3799,4.5728,4.7327
785,5.6085,7.0549,7.0894,4.0454,3.9741,2.7055,2.9259,4.1619
81027,3.8618,4.2662,3.1386,6.7995,6.8822,7.2239,6.9919,7.0788
999,11.0029,9.6163,9.5373,12.5041,12.4564,13.5557,13.5591,13.5469
5948,2.2864,2,2,5.412,5.5423,5.134,5.6919,5.0678
100289019,5.8692,5.2479,5.3237,2,2.6159,2,2.536,2
973,8.697,8.2761,8.0745,5.2236,5.2101,4.7391,5.0745,5.1406
1062,7.0468,6.1699,6.4415,9.9623,9.9563,9.6967,9.7143,9.7331
64800,4.0264,4.1755,3.889,6.9771,7.0882,7.3482,7.4949,7.6019
55086,7.8978,5.0579,5.1393,7.9661,8.0896,9.1569,9.1931,9.1971
93517,7.3792,5.1561,4.0015,8.1254,8.219,8.4941,8.1985,8.3806
60436,7.9345,7.8907,7.7595,4.9592,4.7778,4.5449,4.053,4.6848
5552,11.4198,10.9989,11.045,7.1137,7.1217,10.2083,10.1105,10.152
3603,9.5037,9.6313,9.5512,6.5812,6.8291,6.0856,5.9863,6.0751
29842,8.6536,4.1755,4.3801,5.5468,6.2759,7.7822,7.7753,7.7721
55871,7.4167,7.8025,7.1759,10.2224,10.106,11.0021,10.9883,11.0448
60681,9.069,10.2988,10.2948,6.6872,6.4264,6.6661,6.7601,6.8803
633,10.7556,11.4507,11.5214,8.0761,8.2647,7.7877,7.9639,7.8502
100131825,4.0264,5.7967,5.7352,2.3342,2,2,2,2
79679,7.6042,5.2918,5.6686,3.8506,3.6462,7.5494,7.4511,7.5954
401152,10.547,10.6436,10.6437,7.1353,6.8952,7.5559,7.4877,7.6956
133,6.927,8.526,8.6196,4.3703,4.7206,5.4714,5.0355,5.1047
121006,2,2,2.6788,5.0068,4.6611,5.4714,5.9447,5.8761
1778,11.4778,11.1375,11.0573,14.2862,14.2786,14.6528,14.6415,14.6195
102724316,7.8656,8.1919,8.3595,4.1337,4.9367,4.8693,5.289,5.5142
9697,9.8007,10.1158,10.0697,6.4324,6.6107,6.9176,6.864,6.7813
728730,5.4725,5.3757,5.4873,2.6053,2,2,2,2.2836
677679,2.5252,2,2,4.0454,4.986,5.8949,5.6666,5.6944
28875,6.9374,5.4549,5.3237,5.412,5.1246,3.0365,2,2.7239
672,7.2602,6.504,6.0808,9.5417,9.4325,10.0886,10.0663,9.9476
2646,3.0689,2.3708,2,3.0304,3.3772,6.0856,5.7413,6.0183
6799,6.1083,3.8631,3.6336,6.6725,6.1944,7.7656,7.8671,7.8718
51363,8.6505,9.4005,9.2966,5.3396,5.5749,5.8744,6.3627,6.56
55315,8.0151,6.6459,7.1997,10.0315,10.0095,10.7598,10.7124,10.7179
8759,4.5436,4.4321,3.889,7.3161,7.2382,7.6435,7.6709,7.8117
142686,3.9465,2.3708,2.6788,7.1028,6.7021,5.2015,4.8678,5.0678
284390,5.7329,5.1561,5.2798,8.8011,8.6788,8.6653,8.4752,8.6662
57139,6.2482,4.3515,4.7459,7.2778,7.3174,8.5109,8.6274,8.5772
51032,2,2.3708,2,5.8633,6.1079,4.7391,4.5728,4.91
57613,7.3561,5.5301,5.8894,5.9141,6.6872,9.4501,9.3204,9.3605
80339,2.9094,3.1193,2,4.6946,4.3951,6.3464,6.2478,6.2335
60370,5.9328,7.9048,7.6516,4.217,4.3951,4.2583,3.7003,3.9349
114905,7.8437,8.2034,8.3595,5.3396,5.509,4.7391,4.6779,4.4179
728116,3.3431,2,2,2.6053,3.3772,5.9742,5.8124,5.568
7025,9.0113,9.6248,9.7475,5.8633,6.2956,6.2541,6.1597,6.56
8623,4.8375,6.2388,5.9183,3.3584,2,3.1772,2.536,2
3846,4.308,3.464,2,5.8633,5.5749,6.5672,6.5124,6.6122
163059,5.9737,4.9526,5.3237,8.3769,8.4118,8.8129,8.8149,8.7588
143279,7.1032,8.5933,8.4063,9.7569,9.9123,11.5734,11.5687,11.5828
124995,8.4147,8.8531,8.6801,5.5143,4.9367,5.3576,5.4461,5.8106
3003,7.2929,6.5225,6.3595,4.5089,3.6462,3.0365,3.2326,3.5631
101928422,2.5252,2,2.6788,3.3584,4.3951,6.3905,6.0852,5.2762
1436,10.2216,10.6698,10.6641,7.0008,7.1652,7.2239,7.4511,7.5017
4477,2.5252,2.6656,2,3.3584,3.3772,5.9934,6.0852,5.742
340719,5.1185,5.6695,5.1393,2,2,2,2,2.2836
7166,2.2864,2.9102,2.6788,6.4497,6.5627,4.95,4.9116,5.4583
730091,5.1185,5.493,5.1877,2,2,2,2,2
204219,2.5252,3.1193,3.1386,5.0068,5.251,6.6661,6.3627,6.5732
4707,6.2145,5.9135,5.8297,9.3243,9.4146,9.1946,9.1016,9.1928
155,3.9465,5.6695,5.8894,2,2,2,2.536,2
58516,8.0442,5.2479,6.0808,6.4837,5.4399,2.5064,5.5606,3.6654
126364,6.874,7.4718,7.3665,3.9513,4.5343,4.1935,3.5968,3.8506
28468,8.1727,6.0216,6.2724,5.3019,2.847,4.6453,3.7969,3.9349
23052,8.7598,9.0285,9.1333,5.0068,4.986,6.4883,6.6989,6.8803
2675,5.7329,5.6015,5.9467,2.6053,2.6159,2,2.536,2.9021
54958,2.73,2,2,5.0528,5.2101,5.7671,5.5328,5.6944
24137,6.3134,4.9526,4.8696,8.5514,8.5898,8.5405,8.5636,8.4395
7851,6.3292,7.8619,7.3454,6.6276,6.5298,3.9004,3.4853,4.0902
80746,6.4788,6.7279,6.8247,10.2337,10.1939,9.7735,9.683,9.6883
163175,4.6483,7.5095,7.3021,3.3584,3.518,3.6334,3.7969,4.2303
80310,8.3997,9.588,9.4232,6.5654,6.4442,6.0494,5.5878,5.4583
27173,9.6559,9.5501,9.6794,6.4497,6.3151,6.301,6.5818,6.1997
387263,8.6848,8.6783,8.4954,5.0974,5.5423,5.266,5.5606,5.3701
375,11.246,11.74,11.7389,8.417,8.3041,8.2167,8.5359,8.1748
2357,7.7526,7.7247,7.9538,3.7424,4.2412,7.5167,7.3827,7.2777
2316,12.8237,15.4976,15.509,11.1031,11.0745,12.8016,12.7673,12.8114
23255,9.1715,7.3527,7.6772,8.7739,8.4993,11.3638,11.3152,11.4116
257044,4.8375,3.7419,4.0015,7.814,8.0495,7.0789,6.8416,6.5059
2045,6.9781,8.6236,8.7702,5.9141,5.6686,4.9103,5.3218,4.1619
441098,2,2,2,5.6701,5.3673,5.4985,4.9116,4.4754
387723,4.6483,5.8268,5.1393,2,2,2,2,2
728431,5.8251,4.839,4.9836,2,2,2,2,2
83416,8.3846,7.9737,7.7434,5.8107,6.0159,4.1935,4.5728,4.5307
286097,5.6343,7.6923,7.6342,5.9632,5.6984,3.1772,4.1292,3.7609
284370,7.4749,6.9077,7.0507,7.7315,7.7039,10.5693,10.588,10.6001
9754,6.3909,8.1686,8.1739,4.3703,4.2412,4.5449,4.6263,4.7791
100506144,7.6491,7.4332,7.6772,4.0454,4.6611,4.2583,4.2704,4.5307
8335,2,2,2,4.7515,5.168,5.4985,4.9541,5.67
8335,2,2,2,4.7515,5.168,5.4985,4.9541,5.67
5463,5.7088,6.7438,6.6968,5.2633,5.1246,2.8805,2.536,3.2036
28526,5.4142,5.2479,4.3801,5.3762,5.509,2,2,2
11031,10.6108,11.0492,10.9787,7.2385,7.2584,7.9486,8.126,7.8771
2149,9.2233,9.6334,9.6538,6.517,6.774,5.9548,6.1042,6.1299
2294,8.3187,10.0928,10.0809,6.6725,6.5464,6.3163,6.1597,6.4639
800,12.3032,13.9902,13.9616,10.788,10.7964,10.0684,10.1349,10.0693
390083,2,2,2,5.6403,5.638,2,2,2
84836,8.7001,9.0155,8.8662,5.1407,5.6686,5.5512,6.1414,5.7653
84836,8.7001,9.0155,8.8662,5.1407,5.6686,5.5512,6.1414,5.7653
653268,3.3431,3.6096,2.379,5.8373,5.7277,6.2855,6.9294,6.3144
55607,7.5713,5.6695,6.7298,10.1698,10.0593,9.4467,9.3585,9.5141
79473,2,2,2,5.5143,5.7564,2,2,2
2191,8.2744,8.8309,8.9701,5.3396,5.1246,5.602,5.6919,5.6452
2191,8.2744,8.8309,8.9701,5.3396,5.1246,5.602,5.6919,5.6452
150472,7.5977,7.3733,7.2231,10.7579,10.6577,10.6211,10.5922,10.5871
79659,7.9397,7.8619,7.6516,10.5787,10.6201,11.3303,11.2712,11.2902
56130,3.5734,4.3515,4.2944,6.3971,6.774,2,3.2326,2.7239
153684,4.8811,5.5301,5.5254,2,2,2.5064,2,2
7535,7.3943,7.3107,7.1878,5.9871,5.6984,4.4919,3.2326,3.5631
9735,7.7988,7.0293,7.4874,10.0962,10.2378,10.887,10.9508,10.8696
677825,3.4628,3.6096,3.6336,6.3239,6.5464,6.8243,7.1827,7.0027
116151,9.84,9.8813,9.86,6.4668,6.4791,7.1317,6.748,6.3911
