GENEID,N1,N2,N3,R1,R2,R3,R4,R5
9584,11.1722,11.3059,11.273,12.3654,12.3577,12.4282,12.4056,12.4124
6160,11.5442,11.0777,10.9614,12.3105,12.3209,12.2709,12.3275,12.2433
8846,6.1973,6.9494,7.1395,5.4469,5.8659,5.9152,5.8124,5.8328
5052,10.8152,10.795,10.7552,9.3975,9.4369,9.9433,9.8357,9.974
84134,7.2436,7.4813,7.2575,6.0337,6.2956,6.5926,5.9656,6.3761
2120,9.629,9.2137,9.1178,10.6242,10.7264,9.5311,9.6799,9.739
2524,7.1925,5.7024,6.055,6.517,7.1436,7.2239,7.2267,6.5332
220064,7.0564,7.3319,7.3239,6.5968,7.0069,5.6986,6.0852,6.4496
220064,7.0564,7.3319,7.3239,6.5968,7.0069,5.6986,6.0852,6.4496
2799,11.4893,11.4471,11.3939,10.7527,10.6757,12.141,12.1543,12.1124
102465525,2.2864,2,2,3.2037,2,3.5322,2.7441,2.2836
983,7.6865,6.8206,6.663,7.7385,7.8104,8.1284,8.1026,8.2259
11033,6.3134,6.7279,6.8247,5.6403,5.7564,7.3028,6.9187,6.9223
7432,2.9094,3.7419,2,2.6053,2,2.5064,2,2.5204
149233,4.4306,3.1193,3.6336,4.7515,4.6611,4.437,4.4593,4.7791
320,2.5252,2,3.1386,3.3584,3.0462,3.4233,3.8874,3.4529
284085,2,2,2,2,2,2.8805,3.4853,2.9021
11247,2,2,2,2,2,2.8805,3.4853,2.9021
8379,6.7849,6.7279,6.8698,7.3897,7.8442,8.039,7.8503,8.1529
8515,4.9647,5.8852,6.1062,4.5089,5.0337,5.7218,6.0066,5.0299
259308,2,2,2,3.0304,3.6462,2.5064,2.536,2.9021
254050,2.5252,3.6096,3.889,3.3584,4.5343,3.0365,3.7003,3.4529
22996,7.2685,6.7904,6.5748,7.1245,7.4286,7.9826,8.0497,8.1441
23133,9.1824,8.441,8.4565,9.8413,9.7753,9.6062,9.7448,9.7522
114990,3.6761,2,2,2,2,2,2,2
155370,7.4677,8.4115,8.4063,7.2778,7.6282,7.1574,6.9079,6.9731
5603,9.5785,7.7641,8.002,8.6065,8.633,9.1093,8.9178,9.008
84286,6.7021,7.6759,7.3665,7.6884,7.7402,8.2003,8.4679,8.4539
64785,5.9119,5.7345,5.3237,5.6403,5.404,6.5543,6.5953,6.8803
347902,9.0476,9.1965,9.1819,9.4693,9.4611,10.4019,10.4295,10.3124
113157,3.2125,3.464,3.1386,2,2.3406,3.8168,3.2326,3.2036
29916,7.8601,7.4908,7.5161,6.305,6.8691,6.4472,6.8416,6.3761
100129278,2.5252,2,2,2.6053,3.6462,2.8805,2,2
222901,2.73,3.6096,2.9269,4.2957,4.1575,3.9004,4.2015,3.9349
7994,9.9154,9.4351,9.3718,10.5143,10.4482,10.7875,10.7301,10.7777
4267,8.7916,9.275,7.6429,8.1521,8.0782,8.8916,7.6451,8.3425
1961,2,2.9102,3.6336,2,2.6159,2.5064,2,2
653427,2,2,2,2,2.6159,3.4233,3.2326,2.7239
222484,8.3108,7.8763,7.6342,8.3168,8.1008,6.9572,7.1916,6.8589
5316,7.7701,8.1024,8.0551,6.6872,6.5627,7.8574,7.572,7.7195
102723360,2,2.6656,3.6336,2,2,2,2,2
122961,6.7963,5.4549,5.4873,4.91,5.1246,4.9888,5.289,5.4001
105372824,2.73,2.6656,2,3.7424,2.3406,2.7055,3.5968,3.0607
105372824,2.73,2.6656,2,3.7424,2.3406,2.7055,3.5968,3.0607
80155,9.1359,8.9957,8.9457,10.1906,10.1032,10.1582,10.1781,10.1847
4902,2.5252,2.9102,2,2.6053,3.8729,2,2.536,2.5204
23558,9.1933,9.8058,9.7675,8.5353,8.5898,8.632,8.4861,8.3347
84669,9.1404,8.9757,8.9065,10.0171,9.9486,10.2205,10.1882,10.2551
641515,2.5252,2,2,2,2.6159,2.5064,3.7969,2.5204
100506124,3.6761,2.9102,2.9269,2.6053,2,2.5064,2,2
79657,8.4729,8.287,8.1126,9.6164,9.5763,9.1842,9.1753,9.3218
159686,3.4628,3.3019,3.889,3.0304,3.6462,4.95,4.053,3.4529
54798,3.5734,4.7787,4.0015,4.1337,4.986,3.1772,4.1292,3.8506
23174,8.6378,9.0414,8.8512,8.0308,8.2086,7.7203,7.5583,7.5291
3066,9.7807,9.2222,9.2404,10.782,10.7578,10.0975,10.1081,10.0867
105371371,2.9094,2.9102,2,3.7424,3.2212,2.5064,2,2.7239
100506499,3.2125,3.1193,2.379,2,2,2,3.2326,2
124056,2.73,4.1755,3.6336,2.3342,2.6159,3.3055,3.0874,3.2036
10206,8.1053,7.4332,7.6078,8.6853,8.8248,7.4208,7.3512,7.5889
80714,4.3706,4.5084,4.5377,5.0068,4.7206,5.7671,5.5878,5.7653
80161,2.2864,2.9102,3.6336,2,2,2.8805,2,2.2836
400236,3.0689,2.3708,4.2032,4.0454,3.6462,3.9004,3.5968,3.6654
90332,4.698,4.839,5.4078,4.217,4.0687,4.3204,3.4853,4.8677
102723099,3.4628,3.1193,2.379,2,2,2,2,2
25778,8.5254,8.3712,8.37,7.6288,7.7474,7.0146,7.2093,7.2777
56945,8.1371,7.81,7.8374,9.0052,9.1071,9.0116,9.0753,9.0583
164684,2,2.6656,3.1386,3.6254,3.3772,3.3055,3.7969,3.5631
10886,2.5252,2.6656,2,2.6053,3.764,2.8805,2,3.2036
22919,10.3181,10.6708,10.5566,9.1393,9.0903,10.0271,10.0915,10.0266
2297,2.9094,2,2.6788,4.0454,3.0462,2.5064,2.536,2.9021
23635,7.5579,8.3244,8.1,8.12,8.0143,7.1143,6.961,6.8371
5793,8.9511,9.2108,9.3692,9.1552,9.0415,8.1328,8.0931,7.8878
4500,3.772,3.6096,3.4867,2.6053,2.6159,2.5064,2.2928,2.5204
1305,5.8026,5.3343,5.3664,3.9513,4.7206,5.3576,4.5171,5.1047
11021,8.6755,9.1256,8.928,7.8857,8.0143,7.6853,7.7812,7.6956
9531,7.8764,9.1615,9.4003,9.6874,9.5355,9.5842,9.6018,9.3813
100131060,2,2,2.6788,3.0304,2,3.5322,2.9259,3.0607
143379,2.73,2.6656,3.1386,2,2,3.1772,2,3.4529
255394,7.7289,7.7484,7.377,8.3356,8.2796,8.9294,8.8659,8.7988
10587,7.0753,6.7904,6.778,8.1037,8.3613,7.3105,7.0905,7.0973
10587,7.0753,6.7904,6.778,8.1037,8.3613,7.3105,7.0905,7.0973
26091,9.6064,9.1286,9.1967,10.5489,10.7109,10.1603,10.2277,10.0751
34,9.7501,9.1436,9.021,10.103,10.19,10.4846,10.4444,10.4692
659,10.7615,10.0866,10.1844,11.6099,11.5892,11.2358,11.2296,11.2247
28655,2.5252,2,2.379,2,2,2.8805,2.9259,3.6654
79443,9.9821,10.5676,10.4429,10.4383,10.517,11.4681,11.4325,11.5236
5523,6.9681,8.2597,8.0745,8.7391,8.8781,7.8626,8.03,7.8771
121536,8.6346,8.5214,8.5193,9.3336,9.2876,9.7512,9.8143,9.8946
282991,8.4549,7.7166,8.1126,7.4425,7.4375,6.7809,6.9294,7.0027
113655,5.6844,5.2479,5.2798,5.4469,5.0799,6.4747,6.3627,6.4639
153579,6.2648,7.3935,7.6857,5.9141,6.6263,6.3612,6.5544,6.5059
3091,11.3173,10.9441,10.8362,11.7431,11.741,12.2663,12.2847,12.251
6879,9.977,9.7925,9.7045,8.3859,8.5616,9.0488,8.8852,9.0201
84632,7.1486,8.1389,7.9678,7.3716,7.3078,6.5799,6.864,6.5467
128025,2.2864,2.9102,2,3.7424,3.0462,2.5064,2.536,2
2792,2,2,2.6788,2,3.6462,2.5064,2,2
404550,6.0711,4.7157,5.2798,4.2957,4.3202,4.4919,4.8678,4.7327
404550,6.0711,4.7157,5.2798,4.2957,4.3202,4.4919,4.8678,4.7327
10055,9.5551,9.7791,9.8822,8.6408,8.1395,9.1049,9.2325,8.9534
9819,7.5376,8.8531,8.8773,8.8606,8.9262,9.344,9.3585,9.2961
2747,4.8811,4.839,5.1877,5.3019,6.4962,5.7671,5.6919,6.1119
8856,2.9094,3.464,2,2,2,2.8805,2,2
8856,2.9094,3.464,2,2,2,2.8805,2,2
728392,4.4306,4.839,5.2345,5.7561,5.7564,5.6268,6.0267,6.0936
284340,7.8492,7.537,7.3347,8.4258,8.3377,6.9375,6.9714,7.1154
10808,10.1375,9.7578,9.6255,11.2244,11.2045,10.4303,10.4086,10.2845
98,5.9737,6.1222,5.5988,5.2236,4.3951,4.9888,5.8578,5.0678
23161,9.4376,9.1406,9.1578,10.5327,10.5001,10.2517,10.264,10.163
100505839,3.0689,3.3019,3.1386,2,2,2.2753,2,2
4054,8.4941,9.7361,9.6189,8.8799,9.018,10.0479,9.9438,9.9815
56134,2.5252,3.464,3.3231,3.6254,3.6462,3.0365,2,2.7239
9375,11.3695,11.0878,11.0719,12.1124,12.066,10.6546,10.6945,10.7238
2037,9.5917,10.4037,10.5098,9.6598,9.718,9.0602,8.9936,9.0793
113235,5.8026,5.7659,6.0019,6.0565,6.13,7.256,6.9294,6.953
113235,5.8026,5.7659,6.0019,6.0565,6.13,7.256,6.9294,6.953
256126,4.0264,3.464,3.6336,4.91,4.5343,4.2583,5.1126,4.6352
344805,2,2.3708,2,2.8335,2.6159,3.5322,2,3.2036
123,9.1933,9.0605,9.2433,8.4432,8.3798,9.7399,9.9064,9.7993
123,9.1933,9.0605,9.2433,8.4432,8.3798,9.7399,9.9064,9.7993
23423,8.8366,8.9417,8.9562,7.4338,7.6816,7.9681,8.1026,8.1963
6272,9.8205,10.0033,10.0171,8.9301,8.8383,8.8316,8.7946,8.7237
6868,8.7242,8.2652,8.3329,9.6354,9.7162,9.4097,9.3466,9.5055
182,9.9427,10.4979,10.4822,11.5978,11.562,11.1583,11.2585,11.1533
3652,7.1486,6.8206,7.0109,7.7733,7.9032,8.3266,8.2029,8.1217
4281,8.5425,8.9891,8.9351,9.601,9.6277,9.9726,10.1826,9.9514
11119,9.9871,9.0825,8.9492,9.4174,9.4763,8.5075,8.2335,8.5507
51053,8.3846,7.2341,7.2231,8.6294,8.7375,8.3713,8.3009,8.259
105376902,2.2864,2,2.379,3.8506,2.6159,2.7055,3.2326,2.5204
3681,3.2125,2.6656,3.889,3.0304,4.0687,4.3204,3.9726,3.9349
9124,11.2523,10.6298,10.6075,10.6581,10.6299,9.7749,9.7569,9.5778
9124,11.2523,10.6298,10.6075,10.6581,10.6299,9.7749,9.7569,9.5778
51247,10.0553,9.7081,9.7394,8.5949,8.4908,9.0396,8.8659,8.8377
4627,12.858,12.9122,12.8974,13.3946,13.3789,14.1456,14.1364,14.1643
5337,7.871,8.1389,8.0354,9.3659,9.2248,8.9541,8.9365,9.0535
55214,6.7021,8.243,8.2211,6.8525,7.0423,7.363,7.6581,7.6834
51385,6.75,7.1651,7.1878,7.9357,7.9349,8.15,8.2421,8.2914
55726,7.9602,7.7563,7.7912,8.9726,8.9357,8.9687,8.9575,8.981
4257,11.0442,9.6033,9.3952,9.2171,9.2477,9.8804,9.83,9.9129
79664,9.0284,8.6658,8.8093,9.7288,9.8219,10.083,9.9867,10.0302
79664,9.0284,8.6658,8.8093,9.7288,9.8219,10.083,9.9867,10.0302
533,8.8086,8.9069,8.8736,7.5018,7.6047,8.829,8.744,8.6998
389799,2.2864,2,2,2,2.6159,2.8805,3.0874,3.5631
6559,4.6483,3.464,3.4867,3.8506,2.6159,3.5322,3.8874,3.2036
30061,11.0109,11.2796,11.2115,9.9086,10.1688,10.0001,10.1081,10.0843
375757,6.6651,6.3044,6.3166,4.9592,5.4749,5.4985,5.3853,5.5414
1453,10.0813,10.3042,10.2669,11.4583,11.4718,11.2166,11.2691,11.2216
1,2.5252,3.6096,2.6788,3.6254,3.3772,3.0365,2.536,2
89894,6.906,5.7967,6.3595,7.7173,7.346,7.0699,6.94,6.9015
6820,2.9094,3.7419,3.1386,4.4413,3.0462,4.2583,3.9726,4.0146
55272,7.7289,7.4135,7.3021,6.4149,6.0159,6.5414,6.648,6.5467
84196,9.5999,9.2222,9.408,10.4524,10.3714,10.5589,10.577,10.617
8476,9.9075,10.2188,10.2168,11.5535,11.4599,10.5915,10.6369,10.6154
795,2,2,2,3.498,3.2212,2.5064,2.9259,2.7239
22821,8.6186,9.0285,8.9631,7.8857,7.9536,7.5878,7.6898,7.7949
342035,5.5284,7.1049,6.1062,5.4469,5.2908,5.7218,5.7413,6.2664
22978,10.3688,9.7242,9.8544,10.9893,11.1602,11.0859,11.0055,11.0227
5152,6.2145,7.1049,7.5161,7.4851,7.1864,7.7711,8.074,7.8983
10090,8.4621,8.3085,8.1799,7.2681,7.2177,8.6412,8.6372,8.5372
338557,3.2125,3.464,2.6788,3.3584,3.518,2.5064,2,2.2836
55706,8.4294,7.6759,7.4777,8.7842,8.2696,8.8684,9.0632,8.8513
51248,7.7931,8.1024,7.9398,6.7584,6.5627,7.2951,6.8971,6.983
51248,7.7931,8.1024,7.9398,6.7584,6.5627,7.2951,6.8971,6.983
2740,2.5252,2.3708,3.7669,2.6053,2.6159,2,2,2
8897,9.6242,9.0574,8.9137,10.1919,10.3255,10.2246,10.3016,10.2386
100033460,2,2,2,3.6254,2.6159,2,2,2
3172,2,2.6656,2.6788,3.3584,2.6159,2,2,3.4529
8310,7.7988,8.2816,8.2781,9.1813,9.1182,9.3421,9.2561,9.1181
11197,3.5734,2,2.9269,3.0304,2.6159,2.8805,2,2
8078,9.178,9.6524,9.4898,8.4731,8.2546,8.2922,8.3334,8.373
83985,7.7643,8.4214,8.4906,7.2385,7.0188,7.0789,7.3027,7.3332
83985,7.7643,8.4214,8.4906,7.2385,7.0188,7.0789,7.3027,7.3332
79902,8.2579,8.3609,8.3542,9.6635,9.6238,9.1717,9.2813,9.2781
79157,8.0102,7.6676,8.0873,9.2222,9.191,8.7911,8.7531,8.9407
79157,8.0102,7.6676,8.0873,9.2222,9.191,8.7911,8.7531,8.9407
51554,5.4142,5.4158,5.9467,6.7444,6.774,6.3163,6.4981,6.8151
54946,8.5493,8.1329,8.5929,7.3161,6.9334,7.5494,7.6516,7.665
54868,7.3249,7.5461,7.7107,7.1878,6.8559,6.301,6.3145,6.2986
10151,2,2,2,3.3584,3.3772,2.7055,2.2928,2.2836
6132,12.0808,11.7939,11.8464,12.4058,12.3818,13.1625,13.1382,13.1465
25801,8.7973,8.0838,8.1313,7.1245,7.2584,7.2796,7.3749,7.4948
55879,2,2,2,3.3584,3.0462,2,2,2.9021
161582,2,2.6656,2.6788,2.6053,3.518,2.2753,2,3.4529
161582,2,2.6656,2.6788,2.6053,3.518,2.2753,2,3.4529
342125,2,2,2.379,3.3584,3.2212,2.8805,2.2928,3.3336
339453,2,2.9102,2.6788,2,3.3772,2.8805,2,3.3336
57190,10.0684,10.6729,10.737,9.6505,9.6584,9.2869,9.3525,9.3681
2303,2,2.6656,3.6336,2,2,2.5064,2,2
100137049,2.5252,2.6656,2,3.2037,3.518,2.8805,3.0874,3.8506
10103,9.1671,9.5205,9.4704,8.6521,8.6788,10.0559,10.0382,10.0445
4110,2,2,2,3.0304,2,2.5064,3.4853,2
5469,9.5685,9.022,9.2173,10.2658,10.2928,10.3965,10.4247,10.3929
3418,9.0137,9.8394,9.719,9.7092,9.7469,10.644,10.5888,10.6289
9368,8.3694,8.4164,8.2556,7.6737,7.7185,7.2076,7.2005,6.9119
170384,7.2436,6.9765,6.7461,6.2468,6.7457,7.831,7.7393,7.7721
374899,6.0329,5.9135,4.6798,5.6701,6.1732,5.9934,6.6087,6.3911
100506164,2.73,2,2,2,3.0462,2,3.2326,3.2036
3073,9.805,10.4309,10.3003,11.0664,10.978,11.3443,11.3111,11.3889
28964,8.2907,9.1195,9.1147,7.5903,7.6665,8.1627,8.0399,8.0431
6832,7.6042,7.2675,7.291,8.5753,8.2746,8.5663,8.5324,8.4575
286101,7.5307,7.8907,8.0681,7.8339,7.6437,8.6831,8.8934,9.0104
638,4.308,3.3019,4.2944,4.9592,5.2101,4.5959,4.053,4.2303
55327,8.3108,7.7563,8.0087,9.1312,8.8248,7.9729,7.3904,7.7664
284352,7.5579,7.2784,6.8698,7.4682,7.824,8.3895,8.408,8.3955
27035,5.2239,4.839,4.3801,3.8506,3.3772,4.2583,3.8874,4.1619
81706,2.9094,3.6096,2.6788,4.217,3.518,4.3204,3.8874,3.8506
27338,6.1266,6.4662,6.0287,6.2468,6.2759,7.5034,7.244,7.1946
595100,3.5734,3.464,3.1386,2.3342,2.3406,3.8168,3.2326,2.5204
64840,6.0134,6.8503,6.778,7.3986,7.7258,7.5623,7.4211,7.6147
1376,8.2287,8.2707,8.0873,9.0541,8.9419,9.5096,9.3723,9.4055
58155,7.2519,8.366,8.4366,8.9905,8.9544,7.9778,8.0399,7.8448
7755,5.2574,5.0579,4.3801,5.1407,4.9367,5.9548,5.8578,6.0564
51123,8.1988,8.3915,8.5974,8.6142,8.7048,9.6415,9.5646,9.5446
3170,2,2,2,2,2,2.8805,3.2326,3.2036
80315,9.6274,9.7061,9.7515,8.7143,8.8248,8.4532,8.5254,8.4752
9746,8.989,8.8567,8.8323,9.7499,9.7875,8.3491,8.3375,8.425
6045,8.1506,7.5907,7.5627,9.0569,8.9941,8.6772,8.5498,8.6538
100509620,2,2,2,2.3342,3.3772,2.5064,3.2326,3.0607
164312,2.5252,2,2,2.8335,2,2.8805,3.4853,3.2036
9028,2,2.3708,2.6788,3.0304,2.6159,3.6334,2,2
9768,6.8847,5.5662,5.8894,5.5468,5.509,6.7474,6.0659,6.6871
79767,7.5713,6.5943,6.4809,7.4251,6.6263,7.7087,7.8947,7.6895
93611,7.0372,7.1533,6.9561,6.2859,5.6068,6.2056,5.7891,6.2335
101929723,2.5252,2,3.6336,2,2,2,2,2
7693,7.7701,7.537,7.3239,8.2591,8.2395,8.8475,8.8004,8.635
28717,2,2,2,3.3584,2,3.0365,2.9259,2.9021
653190,2.5252,2.6656,2.6788,3.7424,2.6159,2,2,2
56156,2,2,2,2,2.6159,3.3055,3.2326,2.9021
150275,8.8394,8.5623,8.8662,7.6364,7.8442,7.5364,7.5788,7.7136
150275,8.8394,8.5623,8.8662,7.6364,7.8442,7.5364,7.5788,7.7136
157378,7.8326,8.1508,8.1739,6.9162,6.5627,7.1489,7.2945,7.556
130075,2,2,2,2.6053,2,3.6334,2.536,2
118672,5.4142,4.2662,5.0374,5.5468,6.1079,5.7218,5.88,5.1047
285386,4.746,4.4321,4.9277,4.0454,3.0462,4.3799,4.6263,4.2956
101927221,3.0689,2.9102,3.3231,2,2,2,2,2
5371,9.0924,9.0763,9.2433,10.092,10.1323,10.4364,10.2819,10.2427
9552,7.9397,8.1389,8.0486,6.953,7.0882,6.8872,6.8416,6.9015
9333,2.73,2.9102,2,2,3.3772,3.1772,3.2326,3.4529
65080,8.2621,7.4527,7.4482,7.0918,7.1327,6.6898,6.3627,6.8261
6591,8.6378,8.5712,8.4165,7.5101,7.7258,7.5623,7.2525,7.2777
84842,3.3431,3.1193,3.3231,3.3584,2,2.5064,2,2.9021
8243,9.6669,9.4617,9.2518,10.7596,10.6785,10.4063,10.4229,10.3836
642843,2,2,2,3.3584,3.0462,2.8805,2.9259,2
79677,8.641,8.5214,8.6196,9.5597,9.556,9.7582,9.7614,9.845
90522,6.8301,7.2115,6.8093,6.0106,6.6107,5.6751,5.9863,5.7184
83891,7.489,7.9466,8.0288,8.767,8.9104,8.9069,8.8463,9.0274
1118,4.8375,3.1193,3.3231,3.3584,3.764,3.8168,4.3362,3.4529
5991,7.4677,6.504,6.4214,8.0982,7.7546,7.0878,6.9714,7.0695
159,9.6417,9.275,9.0767,10.6185,10.626,10.1216,10.2092,10.1454
159,9.6417,9.275,9.0767,10.6185,10.626,10.1216,10.2092,10.1454
8884,7.8601,7.7719,7.7754,6.4324,6.5131,7.4137,7.6386,7.6834
51255,7.9602,8.0523,7.8298,6.7995,6.4264,7.0517,7.2694,7.3866
5602,8.5827,8.4164,8.3058,9.7963,9.8438,9.0692,9.0264,9.0201
25865,8.4072,8.7109,8.4215,9.896,9.832,9.2475,9.2561,9.3277
115708,5.5556,6.6117,6.4613,5.4469,4.7778,5.6986,5.6666,5.8761
115708,5.5556,6.6117,6.4613,5.4469,4.7778,5.6986,5.6666,5.8761
90187,2.9094,3.6096,3.7669,3.0304,2.6159,3.1772,2.536,2
4335,7.3792,8.7429,8.2327,7.8536,7.8967,7.2796,7.0519,7.2367
4335,7.3792,8.7429,8.2327,7.8536,7.8967,7.2796,7.0519,7.2367
554206,2.73,2,3.6336,3.0304,2.6159,2,2.536,2
345274,3.0689,3.7419,4.6105,3.9513,3.3772,2.7055,3.5968,3.3336
342945,5.6844,5.2027,5.7989,4.1337,4.4664,4.9888,5.289,5.4583
7125,2,3.464,3.3231,2.6053,2,2.5064,2.536,2
80745,6.6651,6.6459,6.8846,8.1887,8.0024,7.256,7.4058,7.5223
730159,2,2,2,3.6254,2.6159,2,2.536,2
374395,7.8326,7.8619,7.7272,6.5494,6.4442,6.9075,6.9817,6.8481
23207,9.0854,9.819,10.0121,8.5713,8.6253,8.6742,8.6142,8.7472
27161,9.0113,8.6824,8.663,9.1096,9.1401,10.0119,10.012,9.9323
2923,11.6627,11.5232,11.5448,12.5191,12.5158,12.7604,12.7946,12.7716
401647,4.2426,4.3515,4.4611,3.0304,3.764,3.0365,3.4853,4.1619
374393,6.2812,5.2918,5.7989,6.4837,6.3342,6.8456,6.748,7.0507
100287932,8.2907,8.1919,7.9884,9.3006,9.056,9.3899,9.1909,9.2981
51684,8.0914,8.1147,7.9952,8.0018,8.2696,9.1483,9.1976,9.2495
30001,10.6942,9.7282,9.5066,10.2237,10.1046,10.9142,10.9684,10.9466
144321,3.2125,2,3.1386,3.6254,3.6462,3.4233,2.536,3.4529
51372,8.2329,7.8691,7.7024,8.7107,8.6017,9.1526,9.1133,9.1405
51372,8.2329,7.8691,7.7024,8.7107,8.6017,9.1526,9.1133,9.1405
375704,2.5252,3.6096,2.6788,2,2,2,2,2
57505,7.008,7.5279,7.377,8.2689,8.389,8.3304,8.3887,8.5134
30011,9.1649,9.2723,9.2603,7.8729,7.8903,8.5175,8.3613,8.414
28677,3.3431,3.1193,2.6788,3.3584,3.3772,2,2,2.7239
23314,5.6343,6.447,6.5192,7.2285,7.1652,7.1317,7.3109,7.0973
102467073,2,3.6096,2.6788,2,2,2,2,2.5204
127550,2,2,2,3.498,2.3406,3.1772,2.7441,2.2836
26238,2,2,3.6336,2,2,2,2,2
146862,3.2125,3.3019,2.9269,2,2,2,2.536,2
51068,9.9945,9.4497,9.509,10.5164,10.6054,10.7916,10.7833,10.8268
130814,7.9551,8.4015,8.505,7.1459,7.0306,7.3028,7.3592,7.3254
84259,7.094,7.1885,6.9136,7.9047,8.112,8.2999,8.0349,8.3425
51397,8.0632,7.8176,8.0873,7.047,6.8426,6.7586,6.94,6.8909
164,10.326,9.5501,9.5326,10.6949,10.7623,10.8467,10.9088,10.8289
10767,8.7598,8.8998,8.7258,10.2299,10.1158,9.4571,9.4071,9.5209
100506801,3.4628,3.6096,2.6788,2.6053,3.0462,2,3.2326,3.6654
90809,7.5713,8.0136,7.9113,7.0584,6.8018,6.8243,6.635,6.5732
148713,3.3431,2,3.1386,2,2,2,2,2
9597,3.3431,2,3.1386,2,2,2,2,2
100302134,2,2,2,3.0304,2,3.5322,2.536,2.5204
84504,2,2,2,3.0304,2.6159,3.1772,2.536,3.4529
115825,7.7169,7.8763,7.719,7.3897,7.3366,6.7586,6.4092,6.5196
23416,3.6761,3.7419,3.6336,3.2037,3.0462,2.8805,2,2.9021
85301,8.02,8.0587,8.0745,9.291,9.4414,8.9169,8.8062,9.0274
7305,7.8925,8.0838,8.2269,8.4345,8.333,9.2634,9.3466,9.1713
29904,8.9174,9.4424,9.5764,8.0761,8.1449,8.3114,8.567,8.3843
116412,2.9094,2.3708,3.6336,3.6254,2.6159,3.1772,4.053,3.5631
3217,7.2519,5.8268,6.1312,5.481,5.8393,5.8744,5.7413,5.4001
6667,10.723,10.1082,10.1328,11.3983,11.3634,11.3546,11.4074,11.351
5526,7.1839,8.007,8.0551,6.7161,6.4791,7.0517,7.0713,6.8039
9556,7.827,7.3107,7.5535,8.4858,8.6017,8.6381,8.6175,8.8128
9556,7.827,7.3107,7.5535,8.4858,8.6017,8.6381,8.6175,8.8128
58477,8.6786,8.5976,8.6885,7.3161,7.6437,7.5494,7.5583,7.7892
57451,3.2125,2.6656,3.4867,4.5735,3.6462,3.9794,3.9726,3.9349
6278,2.5252,2,2.6788,3.6254,2,2,2,2.7239
23220,10.6539,8.9588,8.8361,9.3773,9.3192,9.7484,9.8315,9.7637
130888,5.4142,5.1561,4.2032,4.8591,4.5343,4.3799,4.5728,3.5631
8836,7.1306,6.0474,5.9746,7.0584,6.8018,7.3557,7.1916,7.5017
286380,2,2,2,2.6053,3.0462,3.4233,2,2.9021
105379054,2.73,3.464,3.4867,2,3.2212,2.5064,2.2928,2.2836
23646,9.7749,10.4588,10.4379,9.2247,9.1126,9.1376,9.3585,9.1494
128864,2,2.3708,2,2.6053,3.3772,3.3055,3.2326,3.0607
51306,9.6901,9.4326,9.6145,10.5924,10.6501,10.7193,10.6771,10.7575
64102,2,3.1193,2.6788,3.498,3.3772,2.5064,2,2.5204
55625,9.479,9.7597,9.6364,8.5674,8.7871,8.4738,8.5636,8.3463
406894,2,2,2,2.3342,2.3406,3.0365,3.5968,2.2836
220388,3.5734,4.4321,4.6798,3.6254,4.3951,3.1772,3.2326,3.6654
100507462,3.5734,2.6656,3.1386,2.6053,2,2.5064,2,2
4542,8.7801,8.735,8.8512,8.618,8.389,9.7763,9.7614,9.7258
255403,7.7701,6.6117,6.778,7.6884,7.4639,8.0799,8.1353,7.9295
55851,7.8158,6.504,6.9279,7.7244,7.6437,8.0889,8.0546,7.9948
84727,6.0521,4.5084,4.2944,5.0528,4.9367,5.266,5.416,5.6199
4839,7.9345,7.9048,7.8674,9.2546,8.9667,8.9219,8.9124,8.902
127255,3.5734,2.6656,2.6788,2,2,2,2,2
4668,9.1109,9.3954,9.2716,7.8536,7.9286,8.7801,8.741,8.8808
6158,11.3316,11.2714,11.3158,10.1724,10.0593,10.2165,10.2406,10.3417
1807,3.4628,3.1193,2,2,2,2.2753,2.2928,2
836,9.2671,8.8309,8.9631,8.0927,8.2086,7.8986,8.1307,7.6211
2151,5.2239,5.2027,5.1393,3.9513,4.8857,4.1256,3.8874,4.4179
201780,2.5252,2,2,3.3584,2.6159,3.1772,3.4853,2.9021
102723703,2.9094,2.6656,3.4867,2,2,2,2,2
100131211,7.2436,6.6117,6.5565,7.3255,7.298,6.1554,6.1414,5.8973
64150,3.0689,3.1193,3.1386,2,2,2,2,2
7764,10.4307,9.9834,9.9095,10.694,10.6289,11.3383,11.2775,11.2922
55861,2.5252,3.6096,3.4867,3.6254,3.0462,2.2753,2.2928,2.7239
84236,8.6909,8.5667,8.6969,7.5265,7.8172,7.4627,7.5234,7.4948
84443,3.0689,3.464,3.889,3.0304,3.6462,2,3.4853,3.2036
286122,2.2864,3.6096,2.6788,2,2,2,2,2
4710,8.4835,8.4746,8.37,9.7464,9.6811,9.4929,9.2792,9.3432
51617,2,2.3708,3.6336,2,2,2,2,2
24147,5.4436,5.0062,5.3237,6.0106,6.1079,6.2219,6.2306,6.735
117854,6.2145,6.4662,6.055,5.481,4.5991,5.4438,5.7168,5.6944
9874,9.4043,9.4079,9.3796,10.8083,10.7489,9.9034,9.9024,10.0302
100507747,3.5734,2,2.6788,2,2,2,2,2
127294,2.9094,3.7419,3.1386,2.8335,2,2.8805,2.7441,2
286103,2.9094,2.6656,2,3.0304,2.6159,3.4233,3.3645,3.8506
4528,8.6442,8.3506,8.1126,9.4565,9.343,9.4996,9.4523,9.4438
